subject,object,predicat
compound/compound_718,has_side_effect,sideeffect_1586
compound/compound_718,has_side_effect,sideeffect_1593
compound/compound_718,has_side_effect,sideeffect_1738
compound/compound_718,has_side_effect,sideeffect_1743
compound/compound_718,has_side_effect,sideeffect_1744
compound/compound_718,has_side_effect,sideeffect_1809
compound/compound_718,has_side_effect,sideeffect_1810
compound/compound_718,has_side_effect,sideeffect_1828
compound/compound_718,has_side_effect,sideeffect_1834
compound/compound_718,has_side_effect,sideeffect_1835
compound/compound_718,has_side_effect,sideeffect_1859
compound/compound_718,has_side_effect,sideeffect_1949
compound/compound_718,has_side_effect,sideeffect_1973
compound/compound_718,has_side_effect,sideeffect_2033
compound/compound_718,has_side_effect,sideeffect_2039
compound/compound_718,has_side_effect,sideeffect_2067
compound/compound_718,has_side_effect,sideeffect_2071
compound/compound_718,has_side_effect,sideeffect_2081
compound/compound_718,has_side_effect,sideeffect_2136
compound/compound_718,has_side_effect,sideeffect_2163
compound/compound_718,has_side_effect,sideeffect_2170
compound/compound_718,has_side_effect,sideeffect_2171
compound/compound_718,has_side_effect,sideeffect_2174
compound/compound_718,has_side_effect,sideeffect_223
compound/compound_718,has_side_effect,sideeffect_2235
compound/compound_718,has_side_effect,sideeffect_2239
compound/compound_718,has_side_effect,sideeffect_226
compound/compound_718,has_side_effect,sideeffect_2262
compound/compound_718,has_side_effect,sideeffect_2347
compound/compound_718,has_side_effect,sideeffect_2369
compound/compound_718,has_side_effect,sideeffect_2377
compound/compound_718,has_side_effect,sideeffect_2425
compound/compound_718,has_side_effect,sideeffect_2427
compound/compound_718,has_side_effect,sideeffect_2485
compound/compound_718,has_side_effect,sideeffect_249
compound/compound_718,has_side_effect,sideeffect_2571
compound/compound_718,has_side_effect,sideeffect_2690
compound/compound_718,has_side_effect,sideeffect_2692
compound/compound_718,has_side_effect,sideeffect_2694
compound/compound_718,has_side_effect,sideeffect_2698
compound/compound_718,has_side_effect,sideeffect_2705
compound/compound_718,has_side_effect,sideeffect_2706
compound/compound_718,has_side_effect,sideeffect_2712
compound/compound_718,has_side_effect,sideeffect_2727
compound/compound_718,has_side_effect,sideeffect_276
