Model_TransE,Model_ ComplexE,Model_DistMult
0.0,0.00035536602700781805,0.28216062544420756
0.0007107320540156361,0.0007107320540156361,0.4864960909737029
0.0010660980810234541,0.0007107320540156361,0.6119402985074627
0.0028429282160625444,0.0017768301350390902,0.7089552238805971
0.0037332717329263687,0.002785974182188511,0.41416028141975403
